day,time,humidity,pressure,temperature,weather_description,wind_direction,wind_speed
1,13:00:00,94.0,1006.0,294.03,light rain,110.0,3.0
1,14:00:00,94.0,1006.0,294.03534141,overcast clouds,110.0,3.0
1,15:00:00,94.0,1006.0,294.049702185,overcast clouds,111.0,3.0
1,16:00:00,94.0,1006.0,294.064062959,overcast clouds,111.0,3.0
1,17:00:00,94.0,1006.0,294.078423734,overcast clouds,112.0,3.0
1,18:00:00,94.0,1006.0,294.092784509,overcast clouds,113.0,3.0
1,19:00:00,94.0,1006.0,294.107145283,overcast clouds,114.0,3.0
1,20:00:00,94.0,1006.0,294.121506058,overcast clouds,115.0,3.0
1,21:00:00,94.0,1006.0,294.135866832,overcast clouds,116.0,3.0
1,22:00:00,94.0,1006.0,294.150227607,overcast clouds,116.0,3.0
1,23:00:00,94.0,1006.0,294.164588381,overcast clouds,117.0,3.0
2,00:00:00,94.0,1006.0,294.178949156,overcast clouds,118.0,3.0
2,01:00:00,94.0,1006.0,294.193309931,overcast clouds,119.0,3.0
2,02:00:00,94.0,1006.0,294.207670705,overcast clouds,120.0,3.0
2,03:00:00,94.0,1006.0,294.22203148,overcast clouds,120.0,3.0
2,04:00:00,94.0,1006.0,294.236392254,overcast clouds,121.0,3.0
2,05:00:00,94.0,1006.0,294.250753029,overcast clouds,122.0,3.0
2,06:00:00,94.0,1006.0,294.265113803,overcast clouds,123.0,3.0
2,07:00:00,94.0,1006.0,294.279474578,overcast clouds,124.0,3.0
2,08:00:00,94.0,1006.0,294.293835353,overcast clouds,125.0,3.0
2,09:00:00,94.0,1006.0,294.308196127,overcast clouds,125.0,3.0
2,10:00:00,94.0,1006.0,294.322556902,overcast clouds,126.0,4.0
2,11:00:00,94.0,1006.0,294.336917676,overcast clouds,127.0,4.0
2,12:00:00,94.0,1006.0,294.351278451,overcast clouds,128.0,4.0
2,13:00:00,94.0,1006.0,294.365639225,overcast clouds,129.0,4.0
2,14:00:00,94.0,1006.0,294.38,heavy intensity rain,130.0,4.0
2,15:00:00,94.0,1006.0,295.01,light rain,140.0,4.0
2,16:00:00,100.0,1005.0,295.04,moderate rain,150.0,6.0
2,17:00:00,88.0,1006.0,295.26,mist,150.0,8.0
2,18:00:00,94.0,1005.0,295.14,heavy intensity rain,190.0,2.0
2,19:00:00,94.0,1005.0,295.46,heavy intensity rain,170.0,3.0
2,20:00:00,94.0,1005.0,295.77,moderate rain,160.0,3.0
2,21:00:00,100.0,1004.0,296.28,overcast clouds,170.0,4.0
2,22:00:00,94.0,1004.0,295.97,moderate rain,150.0,2.0
2,23:00:00,94.0,1004.0,295.41,light intensity drizzle,170.0,3.0
3,00:00:00,94.0,1004.0,295.36,mist,170.0,3.0
3,01:00:00,88.0,1005.0,295.51,mist,170.0,3.0
3,02:00:00,94.0,1005.0,295.16,moderate rain,170.0,2.0
3,03:00:00,94.0,1005.0,295.21,mist,170.0,1.0
3,04:00:00,94.0,1005.0,295.1,light intensity drizzle,0.0,0.0
3,05:00:00,94.0,1005.0,294.93,mist,170.0,1.0
3,06:00:00,94.0,1005.0,295.04,mist,170.0,2.0
3,07:00:00,100.0,1005.0,294.12,overcast clouds,0.0,0.0
3,08:00:00,100.0,1005.0,294.07,overcast clouds,0.0,0.0
3,09:00:00,88.0,1006.0,293.51,overcast clouds,220.0,2.0
3,10:00:00,83.0,1006.0,292.65,overcast clouds,220.0,2.0
3,11:00:00,93.0,1007.0,292.06,scattered clouds,190.0,2.0
3,12:00:00,93.0,1008.0,291.6,broken clouds,190.0,2.0
3,13:00:00,88.0,1009.0,291.5,drizzle,190.0,2.0
3,14:00:00,77.0,1009.0,291.98,scattered clouds,210.0,4.0
3,15:00:00,72.0,1009.0,292.43,broken clouds,210.0,4.0
3,16:00:00,68.0,1010.0,292.88,broken clouds,210.0,4.0
3,17:00:00,64.0,1011.0,293.33,overcast clouds,210.0,4.0
3,18:00:00,68.0,1011.0,293.44,overcast clouds,230.0,2.0
3,19:00:00,72.0,1011.0,293.29,mist,220.0,4.0
3,20:00:00,73.0,1011.0,293.55,overcast clouds,0.0,2.0
3,21:00:00,73.0,1012.0,293.63,overcast clouds,200.0,3.0
3,22:00:00,73.0,1012.0,293.165,broken clouds,200.0,2.0
3,23:00:00,73.0,1013.0,292.7,mist,200.0,2.0
4,00:00:00,88.0,1014.0,291.9,mist,250.0,1.0
4,01:00:00,88.0,1014.0,291.57,mist,220.0,1.0
4,02:00:00,93.0,1015.0,291.1,overcast clouds,0.0,0.0
4,03:00:00,88.0,1016.0,290.58,overcast clouds,240.0,2.0
4,04:00:00,93.0,1016.0,290.28,scattered clouds,0.0,0.0
4,05:00:00,93.0,1017.0,289.93,sky is clear,230.0,1.0
4,06:00:00,93.0,1017.0,288.99,mist,0.0,0.0
4,07:00:00,100.0,1017.0,288.75,mist,280.0,2.0
4,08:00:00,93.0,1017.0,288.06,fog,0.0,0.0
4,09:00:00,100.0,1017.0,287.93,fog,0.0,0.0
4,10:00:00,100.0,1018.0,287.53,mist,0.0,0.0
4,11:00:00,93.0,1019.0,287.39,fog,0.0,0.0
4,12:00:00,100.0,1019.0,287.66,mist,0.0,0.0
4,13:00:00,100.0,1020.0,288.58,mist,0.0,0.0
4,14:00:00,93.0,1021.0,289.52,mist,0.0,0.0
4,15:00:00,82.0,1021.0,291.45,mist,0.0,0.0
4,16:00:00,72.0,1021.0,292.53,few clouds,0.0,0.0
4,17:00:00,64.0,1021.0,294.24,mist,0.0,0.0
4,18:00:00,56.0,1021.0,294.44,few clouds,210.0,2.0
4,19:00:00,60.0,1020.0,294.43,scattered clouds,230.0,1.0
4,20:00:00,60.0,1020.0,294.67,few clouds,260.0,1.0
4,21:00:00,56.0,1020.0,295.01,sky is clear,250.0,2.0
4,22:00:00,56.0,1021.0,294.81,few clouds,220.0,2.0
4,23:00:00,64.0,1021.0,293.22,sky is clear,0.0,0.0
5,00:00:00,82.0,1021.0,291.85,sky is clear,0.0,0.0
5,01:00:00,93.0,1022.0,290.5,sky is clear,0.0,0.0
5,02:00:00,93.0,1022.0,289.59,mist,0.0,0.0
5,03:00:00,93.0,1023.0,289.27,mist,0.0,0.0
5,04:00:00,93.0,1023.0,288.84,mist,0.0,0.0
5,05:00:00,100.0,1023.0,288.37,mist,0.0,0.0
5,06:00:00,93.0,1023.0,288.52,mist,0.0,0.0
5,07:00:00,93.0,1023.0,288.4,overcast clouds,0.0,0.0
5,08:00:00,93.0,1023.0,288.28,mist,0.0,0.0
5,09:00:00,93.0,1023.0,287.995,overcast clouds,0.0,0.0
5,10:00:00,93.0,1024.0,287.71,fog,0.0,0.0
5,11:00:00,100.0,1025.0,287.09,fog,0.0,0.0
5,12:00:00,93.0,1025.0,286.53,fog,0.0,0.0
5,13:00:00,93.0,1025.0,288.55,fog,0.0,0.0
5,14:00:00,88.0,1026.0,291.67,mist,0.0,0.0
5,15:00:00,73.0,1026.0,294.07,sky is clear,0.0,0.0
5,16:00:00,56.0,1026.0,295.74,sky is clear,280.0,2.0
5,17:00:00,60.0,1026.0,296.38,sky is clear,0.0,0.0
5,18:00:00,47.0,1026.0,298.12,sky is clear,20.0,2.0
5,19:00:00,47.0,1025.0,299.01,sky is clear,0.0,0.0
5,20:00:00,44.0,1024.0,299.43,sky is clear,330.0,3.0
5,21:00:00,47.0,1024.0,299.17,scattered clouds,20.0,2.0
5,22:00:00,47.0,1024.0,298.9,sky is clear,340.0,2.0
5,23:00:00,53.0,1024.0,297.77,sky is clear,340.0,1.0
6,00:00:00,64.0,1023.0,293.79,sky is clear,0.0,0.0
6,01:00:00,77.0,1023.0,292.05,sky is clear,0.0,0.0
6,02:00:00,77.0,1024.0,291.75,sky is clear,0.0,0.0
6,03:00:00,82.0,1024.0,289.61,mist,0.0,0.0
6,04:00:00,87.0,1024.0,289.18,mist,0.0,0.0
6,05:00:00,87.0,1024.0,288.51,mist,0.0,0.0
6,06:00:00,100.0,1023.0,287.47,mist,0.0,0.0
6,07:00:00,,,287.34,sky is clear,22.0,0.0
6,08:00:00,46.0,,287.03,sky is clear,11.0,0.0
6,09:00:00,93.0,1022.0,286.72,mist,0.0,0.0
6,10:00:00,93.0,1022.0,286.77,fog,0.0,0.0
6,11:00:00,93.0,1023.0,286.61,fog,0.0,0.0
6,12:00:00,82.0,1023.0,286.78,fog,330.0,2.0
6,13:00:00,82.0,1023.0,287.2,sky is clear,0.0,0.0
6,14:00:00,72.0,1023.0,289.99,mist,0.0,0.0
6,15:00:00,64.0,1023.0,295.21,sky is clear,40.0,1.0
6,16:00:00,50.0,1022.0,297.14,sky is clear,50.0,2.0
6,17:00:00,44.0,1021.0,298.44,sky is clear,260.0,1.0
6,18:00:00,44.0,1020.0,299.38,sky is clear,0.0,0.0
6,19:00:00,42.0,1019.0,300.09,sky is clear,0.0,1.0
6,20:00:00,39.0,1019.0,300.32,sky is clear,0.0,2.0
6,21:00:00,37.0,1018.0,300.19,sky is clear,260.0,2.0
6,22:00:00,42.0,1018.0,299.34,sky is clear,250.0,1.0
6,23:00:00,41.0,1017.0,297.08,sky is clear,220.0,1.0
7,00:00:00,73.0,1017.0,293.96,sky is clear,0.0,0.0
7,01:00:00,82.0,1018.0,292.55,sky is clear,0.0,0.0
7,02:00:00,93.0,1018.0,291.56,sky is clear,0.0,0.0
7,03:00:00,88.0,1018.0,290.84,sky is clear,0.0,0.0
7,04:00:00,87.0,1018.0,290.08,mist,0.0,0.0
7,05:00:00,87.0,1018.0,289.41,mist,0.0,0.0
7,06:00:00,89.0,1017.0,288.9,sky is clear,0.0,0.0
7,07:00:00,91.0,1016.0,288.39,sky is clear,0.0,0.0
7,08:00:00,93.0,1016.0,287.88,mist,0.0,0.0
7,09:00:00,100.0,1016.0,287.76,mist,0.0,0.0
7,10:00:00,93.0,1017.0,287.91,mist,0.0,0.0
7,11:00:00,93.0,1017.0,287.44,mist,0.0,0.0
7,12:00:00,93.0,1017.0,287.35,mist,0.0,0.0
7,13:00:00,87.0,1017.0,289.43,mist,0.0,0.0
7,14:00:00,82.0,1017.0,293.06,sky is clear,0.0,0.0
7,15:00:00,60.0,1017.0,295.91,sky is clear,0.0,1.0
7,16:00:00,60.0,1017.0,297.8,scattered clouds,250.0,2.0
7,17:00:00,50.0,1016.0,298.84,sky is clear,250.0,3.0
7,18:00:00,51.0,1016.0,299.35,scattered clouds,270.0,2.0
7,19:00:00,51.0,1014.0,299.61,few clouds,280.0,3.0
7,20:00:00,51.0,1014.0,299.26,few clouds,320.0,2.0
7,21:00:00,65.0,1015.0,298.89,scattered clouds,330.0,3.0
7,22:00:00,57.0,1014.0,296.53,sky is clear,320.0,5.0
7,23:00:00,69.0,1015.0,294.27,sky is clear,320.0,4.0
8,00:00:00,73.0,1016.0,292.47,overcast clouds,350.0,3.0
8,01:00:00,77.0,1016.0,290.82,overcast clouds,0.0,2.0
8,02:00:00,77.0,1017.0,289.83,overcast clouds,340.0,3.0
8,03:00:00,82.0,1017.0,288.74,overcast clouds,320.0,2.0
8,04:00:00,77.0,1017.0,288.02,sky is clear,340.0,2.0
8,05:00:00,82.0,1016.0,287.48,sky is clear,0.0,0.0
8,06:00:00,82.0,1017.0,287.01,sky is clear,290.0,2.0
8,07:00:00,87.0,1017.0,286.53,sky is clear,300.0,2.0
8,08:00:00,87.0,1016.0,286.02,sky is clear,320.0,2.0
8,09:00:00,82.0,1016.0,285.82,sky is clear,320.0,1.0
8,10:00:00,87.0,1016.0,285.42,scattered clouds,310.0,1.0
8,11:00:00,81.0,1017.0,285.22,sky is clear,0.0,0.0
8,12:00:00,81.0,1017.0,285.07,few clouds,290.0,1.0
8,13:00:00,76.0,1018.0,285.61,scattered clouds,320.0,1.0
8,14:00:00,76.0,1018.0,286.38,sky is clear,320.0,2.0
8,15:00:00,72.0,1019.0,287.42,scattered clouds,320.0,3.0
8,16:00:00,72.0,1019.0,288.89,sky is clear,300.0,3.0
8,17:00:00,63.0,1020.0,289.21,overcast clouds,310.0,5.0
8,18:00:00,55.0,1019.0,290.4,broken clouds,310.0,6.0
8,19:00:00,59.0,1019.0,290.24,broken clouds,320.0,5.0
8,20:00:00,59.0,1019.0,289.86,broken clouds,340.0,6.0
8,21:00:00,59.0,1018.0,289.82,scattered clouds,340.0,3.0
8,22:00:00,55.0,1018.0,288.68,sky is clear,350.0,2.0
8,23:00:00,58.0,1018.0,287.4,sky is clear,340.0,3.0
9,00:00:00,62.0,1018.0,286.31,sky is clear,350.0,1.0
9,01:00:00,66.0,1019.0,285.66,sky is clear,0.0,0.0
9,02:00:00,66.0,1019.0,285.06,sky is clear,340.0,1.0
9,03:00:00,66.0,1019.0,284.45,sky is clear,0.0,0.0
9,04:00:00,66.0,1019.0,284.13,sky is clear,0.0,0.0
9,05:00:00,71.0,1019.0,284.08,sky is clear,0.0,0.0
9,06:00:00,81.0,1018.0,283.85,sky is clear,0.0,0.0
9,07:00:00,76.0,1019.0,283.73,sky is clear,310.0,2.0
9,08:00:00,78.0,1019.0,283.91,scattered clouds,155.0,1.0
9,09:00:00,81.0,1019.0,284.09,overcast clouds,0.0,0.0
9,10:00:00,81.0,1019.0,284.39,overcast clouds,0.0,0.0
9,11:00:00,81.0,1018.0,284.84,overcast clouds,0.0,0.0
9,12:00:00,81.0,1019.0,285.39,overcast clouds,0.0,0.0
9,13:00:00,82.0,1020.0,285.81,overcast clouds,0.0,0.0
9,14:00:00,82.0,1021.0,286.13,overcast clouds,20.0,2.0
9,15:00:00,82.0,1021.0,286.24,overcast clouds,310.0,2.0
9,16:00:00,76.0,1021.0,286.36,overcast clouds,360.0,2.0
9,17:00:00,76.0,1021.0,286.64,mist,330.0,3.0
9,18:00:00,82.0,1021.0,287.61,overcast clouds,20.0,2.0
9,19:00:00,72.0,1020.0,287.77,overcast clouds,60.0,1.0
9,20:00:00,87.0,1020.0,287.57,overcast clouds,330.0,3.0
9,21:00:00,76.0,1019.0,287.61,overcast clouds,310.0,4.0
9,22:00:00,77.0,1019.0,287.12,overcast clouds,340.0,2.0
9,23:00:00,82.0,1019.0,286.18,overcast clouds,330.0,3.0
10,00:00:00,87.0,1020.0,285.38,overcast clouds,340.0,2.0
10,01:00:00,87.0,1020.0,284.89,overcast clouds,330.0,2.0
10,02:00:00,81.0,1021.0,284.77,overcast clouds,320.0,1.0
10,03:00:00,81.0,1021.0,284.72,overcast clouds,330.0,1.0
10,04:00:00,81.0,1021.0,284.76,overcast clouds,0.0,0.0
10,05:00:00,81.0,1020.0,284.82,overcast clouds,0.0,0.0
10,06:00:00,87.0,1020.0,284.63,overcast clouds,360.0,1.0
10,07:00:00,81.0,1020.0,284.53,overcast clouds,0.0,0.0
10,08:00:00,81.0,1020.0,284.53,overcast clouds,80.0,1.0
10,09:00:00,81.0,1020.0,284.453333333,overcast clouds,53.0,1.0
10,10:00:00,81.0,1020.0,284.376666667,overcast clouds,26.0,0.0
10,11:00:00,81.0,1021.0,284.3,overcast clouds,0.0,0.0
10,12:00:00,87.0,1021.0,284.41,mist,50.0,1.0
10,13:00:00,82.0,1021.0,284.81,overcast clouds,70.0,1.0
10,14:00:00,82.0,1021.0,285.67,overcast clouds,100.0,2.0
10,15:00:00,,,286.17,sky is clear,125.0,0.0
10,16:00:00,77.0,1021.0,287.48,overcast clouds,0.0,0.0
10,17:00:00,67.0,1021.0,289.37,overcast clouds,0.0,1.0
10,18:00:00,55.0,1020.0,290.9,broken clouds,0.0,1.0
10,19:00:00,59.0,1019.0,291.54,sky is clear,0.0,0.0
10,20:00:00,52.0,1019.0,292.36,scattered clouds,340.0,1.0
10,21:00:00,46.0,1018.0,292.55,sky is clear,340.0,1.0
10,22:00:00,57.0,1008.0,291.725,scattered clouds,284.0,1.0
10,23:00:00,68.0,999.0,290.9,sky is clear,229.0,1.0
11,00:00:00,68.0,999.0,290.9,sky is clear,229.0,1.0
11,01:00:00,68.0,999.0,290.9,sky is clear,229.0,1.0
11,02:00:00,68.0,999.0,290.9,sky is clear,229.0,1.0
11,03:00:00,68.0,999.0,290.9,sky is clear,229.0,1.0
11,04:00:00,68.0,999.0,290.9,sky is clear,229.0,1.0
11,05:00:00,84.0,1009.0,287.33,scattered clouds,114.0,0.0
11,06:00:00,100.0,1019.0,283.76,sky is clear,0.0,0.0
11,07:00:00,96.0,1019.0,283.445,sky is clear,0.0,0.0
11,08:00:00,93.0,1019.0,283.13,mist,0.0,0.0
11,09:00:00,100.0,1020.0,282.75,mist,0.0,0.0
11,10:00:00,87.0,1020.0,282.97,fog,90.0,1.0
11,11:00:00,93.0,1020.0,283.07,mist,0.0,0.0
11,12:00:00,93.0,1020.0,283.11,mist,0.0,0.0
11,13:00:00,100.0,1021.0,283.62,mist,0.0,0.0
11,14:00:00,87.0,1021.0,286.74,mist,0.0,1.0
11,15:00:00,67.0,1022.0,289.37,broken clouds,0.0,3.0
11,16:00:00,64.0,1016.0,290.8025,broken clouds,77.0,3.0
11,17:00:00,62.0,1011.0,292.235,scattered clouds,155.0,4.0
11,18:00:00,59.0,1005.0,293.6675,few clouds,232.0,4.0
11,19:00:00,57.0,1000.0,295.1,sky is clear,310.0,5.0
11,20:00:00,57.0,1000.0,295.1,sky is clear,310.0,5.0
11,21:00:00,49.0,1020.0,294.62,scattered clouds,290.0,4.0
11,22:00:00,53.0,1020.0,293.86,few clouds,310.0,3.0
11,23:00:00,56.0,1020.0,292.33,sky is clear,320.0,2.0
12,00:00:00,77.0,1021.0,290.32,sky is clear,0.0,0.0
12,01:00:00,87.0,1021.0,288.9,sky is clear,0.0,0.0
12,02:00:00,93.0,1021.0,288.37,sky is clear,0.0,0.0
12,03:00:00,93.0,1022.0,287.57,sky is clear,0.0,0.0
12,04:00:00,93.0,1022.0,286.83,sky is clear,0.0,0.0
12,05:00:00,87.0,1023.0,286.13,sky is clear,0.0,0.0
12,06:00:00,93.0,1022.0,285.16,sky is clear,300.0,1.0
12,07:00:00,93.0,1022.0,284.78,sky is clear,0.0,0.0
12,08:00:00,93.0,1022.0,284.07,sky is clear,0.0,0.0
12,09:00:00,87.0,1023.0,283.31,mist,0.0,0.0
12,10:00:00,93.0,1023.0,282.65,mist,0.0,0.0
12,11:00:00,93.0,1024.0,281.97,mist,0.0,0.0
12,12:00:00,93.0,1024.0,281.74,fog,0.0,0.0
12,13:00:00,87.0,1025.0,283.21,fog,0.0,0.0
12,14:00:00,87.0,1026.0,285.53,mist,0.0,0.0
12,15:00:00,63.0,1026.0,288.36,sky is clear,0.0,0.0
12,16:00:00,52.0,1026.0,290.86,sky is clear,0.0,0.0
12,17:00:00,40.0,1025.0,292.75,sky is clear,0.0,0.0
12,18:00:00,33.0,1024.0,294.53,sky is clear,0.0,0.0
12,19:00:00,33.0,1024.0,295.47,sky is clear,300.0,2.0
12,20:00:00,31.0,1024.0,295.8,sky is clear,0.0,2.0
12,21:00:00,31.0,1023.0,295.75,sky is clear,280.0,3.0
12,22:00:00,38.0,1024.0,294.7,sky is clear,320.0,2.0
12,23:00:00,37.0,1024.0,293.31,sky is clear,350.0,1.0
13,00:00:00,38.0,1020.0,293.828,sky is clear,339.0,1.0
13,01:00:00,39.0,1016.0,294.346,sky is clear,329.0,1.0
13,02:00:00,41.0,1012.0,294.864,sky is clear,318.0,1.0
13,03:00:00,42.0,1008.0,295.382,sky is clear,308.0,1.0
13,04:00:00,44.0,1004.0,295.9,sky is clear,298.0,1.0
13,05:00:00,72.0,1024.0,287.71,broken clouds,0.0,0.0
13,06:00:00,77.0,1024.0,288.56,overcast clouds,0.0,0.0
13,07:00:00,72.0,1024.0,288.62,overcast clouds,0.0,0.0
13,08:00:00,77.0,1023.0,288.61,overcast clouds,0.0,0.0
13,09:00:00,77.0,1023.0,288.62,overcast clouds,0.0,0.0
13,10:00:00,87.0,1023.0,288.3,overcast clouds,0.0,0.0
13,11:00:00,82.0,1024.0,288.69,overcast clouds,0.0,0.0
13,12:00:00,82.0,1024.0,288.43,overcast clouds,0.0,0.0
13,13:00:00,77.0,1025.0,289.37,overcast clouds,0.0,0.0
13,14:00:00,68.0,1026.0,290.57,overcast clouds,0.0,0.0
13,15:00:00,60.0,1025.0,292.47,sky is clear,260.0,2.0
13,16:00:00,56.0,1024.0,295.06,sky is clear,250.0,3.0
13,17:00:00,53.0,1024.0,296.46,sky is clear,240.0,4.0
13,18:00:00,53.0,1024.0,296.23,sky is clear,350.0,4.0
13,19:00:00,60.0,1024.0,296.14,sky is clear,280.0,4.0
13,20:00:00,57.0,1023.0,296.26,sky is clear,330.0,4.0
13,21:00:00,64.0,1023.0,295.89,sky is clear,350.0,3.0
13,22:00:00,60.0,1023.0,295.27,scattered clouds,340.0,3.0
13,23:00:00,68.0,1024.0,294.28,broken clouds,10.0,3.0
14,00:00:00,73.0,1024.0,293.41,overcast clouds,350.0,3.0
14,01:00:00,73.0,1025.0,292.99,overcast clouds,20.0,3.0
14,02:00:00,73.0,1025.0,292.67,overcast clouds,30.0,1.0
14,03:00:00,77.0,1025.0,292.01,overcast clouds,0.0,0.0
14,04:00:00,88.0,1025.0,291.09,few clouds,0.0,0.0
14,05:00:00,88.0,1025.0,290.29,sky is clear,0.0,0.0
14,06:00:00,93.0,1025.0,289.45,sky is clear,60.0,2.0
14,07:00:00,87.0,1025.0,289.33,light intensity drizzle,0.0,0.0
14,08:00:00,93.0,1025.0,289.14,mist,0.0,0.0
14,09:00:00,93.0,1025.0,289.03,fog,0.0,0.0
14,10:00:00,87.0,1026.0,289.1,fog,50.0,2.0
14,11:00:00,87.0,1026.0,288.3,mist,40.0,1.0
14,12:00:00,87.0,1027.0,288.06,sky is clear,40.0,1.0
14,13:00:00,77.0,1027.0,289.19,sky is clear,70.0,3.0
14,14:00:00,68.0,1028.0,290.65,sky is clear,110.0,3.0
14,15:00:00,60.0,1028.0,292.57,sky is clear,90.0,5.0
14,16:00:00,56.0,1028.0,294.13,sky is clear,100.0,4.0
14,17:00:00,53.0,1027.0,295.03,sky is clear,0.0,3.0
14,18:00:00,49.0,1026.0,295.87,sky is clear,110.0,4.0
14,19:00:00,49.0,1025.0,296.25,sky is clear,0.0,3.0
14,20:00:00,49.0,1025.0,296.53,sky is clear,0.0,2.0
14,21:00:00,47.0,1025.0,296.3,sky is clear,120.0,4.0
14,22:00:00,49.0,1024.0,295.48,sky is clear,120.0,4.0
14,23:00:00,53.0,1024.0,293.86,sky is clear,100.0,3.0
15,00:00:00,56.0,1025.0,292.36,sky is clear,80.0,1.0
15,01:00:00,60.0,1025.0,291.24,sky is clear,80.0,2.0
15,02:00:00,68.0,1025.0,290.31,sky is clear,70.0,1.0
15,03:00:00,63.0,1025.0,289.88,sky is clear,90.0,3.0
15,04:00:00,63.0,1025.0,289.6,sky is clear,90.0,3.0
15,05:00:00,67.0,1025.0,288.77,sky is clear,90.0,2.0
15,06:00:00,72.0,1025.0,288.83,overcast clouds,90.0,3.0
15,07:00:00,77.0,1024.0,289.19,broken clouds,120.0,2.0
15,08:00:00,77.0,1024.0,289.19,overcast clouds,0.0,1.0
15,09:00:00,77.0,1023.0,289.14,few clouds,110.0,2.0
15,10:00:00,82.0,1023.0,288.31,sky is clear,0.0,0.0
15,11:00:00,82.0,1023.0,288.05,overcast clouds,80.0,1.0
15,12:00:00,72.0,1023.0,288.52,overcast clouds,100.0,2.0
15,13:00:00,77.0,1023.0,289.18,overcast clouds,90.0,1.0
15,14:00:00,72.0,1024.0,290.19,overcast clouds,100.0,2.0
15,15:00:00,72.0,1024.0,291.54,overcast clouds,140.0,2.0
15,16:00:00,77.0,1024.0,293.06,overcast clouds,200.0,2.0
15,17:00:00,68.0,1023.0,294.03,broken clouds,140.0,2.0
15,18:00:00,76.0,1021.0,295.08,sky is clear,257.0,1.0
15,19:00:00,64.0,1021.0,296.03,broken clouds,220.0,2.0
15,20:00:00,61.0,1020.0,296.55,scattered clouds,170.0,2.0
15,21:00:00,61.0,1019.0,297.3,sky is clear,190.0,3.0
15,22:00:00,61.0,1018.0,296.79,few clouds,170.0,3.0
15,23:00:00,64.0,1017.0,295.52,sky is clear,160.0,2.0
16,00:00:00,69.0,1017.0,294.89,sky is clear,150.0,2.0
16,01:00:00,73.0,1017.0,294.08,few clouds,170.0,2.0
16,02:00:00,73.0,1017.0,293.66,scattered clouds,0.0,0.0
16,03:00:00,77.0,1017.0,293.57,broken clouds,220.0,1.0
16,04:00:00,78.0,1017.0,293.61,overcast clouds,190.0,2.0
16,05:00:00,83.0,1016.0,293.38,overcast clouds,200.0,2.0
16,06:00:00,77.0,1015.0,293.15,overcast clouds,210.0,1.0
16,07:00:00,82.0,1015.0,292.92,light rain,180.0,1.0
16,08:00:00,82.0,1014.0,292.92,heavy intensity rain,200.0,3.0
16,09:00:00,93.0,1014.0,292.38,moderate rain,240.0,2.0
16,10:00:00,93.0,1014.0,292.28,light intensity drizzle,210.0,2.0
16,11:00:00,93.0,1014.0,291.6,mist,200.0,1.0
16,12:00:00,93.0,1014.0,291.6,mist,220.0,3.0
16,13:00:00,93.0,1015.0,291.7,mist,220.0,1.0
16,14:00:00,93.0,1015.0,292.06,mist,260.0,1.0
16,15:00:00,77.0,1015.0,293.0,broken clouds,310.0,3.0
16,16:00:00,68.0,1015.0,294.52,broken clouds,280.0,3.0
16,17:00:00,56.0,1014.0,295.05,scattered clouds,300.0,5.0
16,18:00:00,56.0,1015.0,295.42,scattered clouds,330.0,8.0
16,19:00:00,44.0,1013.0,296.0,scattered clouds,330.0,5.0
16,20:00:00,43.0,1013.0,295.92,sky is clear,320.0,5.0
16,21:00:00,36.0,1013.0,296.03,sky is clear,290.0,6.0
16,22:00:00,35.0,1013.0,294.9,sky is clear,330.0,5.0
16,23:00:00,37.0,1013.0,293.09,sky is clear,340.0,3.0
17,00:00:00,42.0,1014.0,291.12,sky is clear,0.0,0.0
17,01:00:00,55.0,1014.0,289.92,sky is clear,310.0,2.0
17,02:00:00,59.0,1014.0,288.58,sky is clear,0.0,0.0
17,03:00:00,67.0,1015.0,286.83,sky is clear,0.0,0.0
17,04:00:00,67.0,1015.0,286.45,sky is clear,0.0,0.0
17,05:00:00,81.0,1015.0,284.94,sky is clear,0.0,0.0
17,06:00:00,81.0,1015.0,284.31,sky is clear,0.0,0.0
17,07:00:00,76.0,1015.0,283.74,sky is clear,0.0,0.0
17,08:00:00,87.0,1015.0,282.59,haze,0.0,0.0
17,09:00:00,81.0,1015.0,282.18,sky is clear,0.0,0.0
17,10:00:00,87.0,1015.0,281.71,sky is clear,0.0,0.0
17,11:00:00,93.0,1016.0,281.49,sky is clear,0.0,0.0
17,12:00:00,87.0,1016.0,281.49,sky is clear,0.0,0.0
17,13:00:00,81.0,1016.0,283.62,sky is clear,330.0,1.0
17,14:00:00,67.0,1016.0,286.69,sky is clear,30.0,1.0
17,15:00:00,52.0,1016.0,290.04,sky is clear,340.0,3.0
17,16:00:00,40.0,1016.0,292.2,sky is clear,10.0,4.0
17,17:00:00,40.0,1017.0,292.7,sky is clear,20.0,4.0
17,18:00:00,37.0,1015.0,294.25,sky is clear,10.0,4.0
17,19:00:00,33.0,1014.0,294.46,sky is clear,340.0,3.0
17,20:00:00,35.0,1014.0,294.7,sky is clear,350.0,4.0
17,21:00:00,35.0,1014.0,293.92,sky is clear,10.0,2.0
17,22:00:00,42.0,1013.0,292.99,sky is clear,0.0,0.0
17,23:00:00,48.0,1012.0,290.69,sky is clear,0.0,0.0
18,00:00:00,71.0,1012.0,287.95,sky is clear,0.0,0.0
18,01:00:00,82.0,1013.0,286.59,sky is clear,0.0,0.0
18,02:00:00,87.0,1013.0,286.01,sky is clear,0.0,0.0
18,03:00:00,87.0,1013.0,285.57,sky is clear,0.0,0.0
18,04:00:00,87.0,1013.0,285.01,sky is clear,0.0,0.0
18,05:00:00,87.0,1013.0,284.77,mist,0.0,0.0
